Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier	Digital Archive URL (new)
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	35	[1:20,000]	43.140115	-79.831231	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-35.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71987	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-35	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71987
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	36	[1:20,000]	43.137352	-79.84211	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-36.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72035	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-36	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72035
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	37	[1:20,000]	43.139747	-79.859769	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-37.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72556	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-37	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72556
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	38	[1:20,000]	43.140679	-79.875616	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-38.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72002	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-38	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72002
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	39	[1:20,000]	43.140859	-79.889853	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-39.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72014	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-39	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72014
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	40	[1:20,000]	43.142299	-79.904552	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-40.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71797	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-40	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71797
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	41	[1:20,000]	43.144296	-79.920044	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-41.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72327	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-41	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72327
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	76	[1:20,000]	43.099792	-79.697506	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-76.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72009	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-76	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72009
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	77	[1:20,000]	43.099557	-79.709501	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-77.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71983	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-77	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71983
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	78	[1:20,000]	43.099792	-79.724522	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-78.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71856	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-78	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71856
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	79	[1:20,000]	43.101359	-79.740486	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-79.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71898	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-79	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71898
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	80	[1:20,000]	43.103239	-79.751633	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-80.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71940	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-80	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71940
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	81	[1:20,000]	43.102738	-79.767866	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-81.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71890	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-81	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71890
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	82	[1:20,000]	43.103897	-79.780419	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-82.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72037	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-82	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A72037
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	83	[1:20,000]	43.105056	-79.795504	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-83.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71948	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-83	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71948
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	84	[1:20,000]	43.104304	-79.808614	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-84.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71835	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-84	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71835
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	85	[1:20,000]	43.102738	-79.822197	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-85.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71863	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-85	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71863
	Greater Hamilton Area, from Caledonia to Vineland		Hamilton	1934-07-01	A4703	86	[1:20,000]	43.10678	-79.836059	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1934_A4703-86.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71832	H:\Digitization_Projects\Air_Photos\AirPhotos_1934_Hamilton	National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1934	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Binbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			On photocopied 1:50 000 NTS maps [30 M/3, 30 M/4, 30 M/5]		_A4703	AirPhotos_Hamilton_1934_A4703-86	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A71832
